,time,user_id,creative_id,click_times,ad_id,product_id,product_category,advertiser_id,industry,age,gender
1929,34,169369,1612469,1,1398460,27031,3,32735,317,2,1
1930,17,169369,932836,1,762861,\N,18,31764,322,2,1
1931,78,169369,3365298,1,2895715,\N,18,49635,322,2,1
1932,81,169369,3365298,1,2895715,\N,18,49635,322,2,1
1933,18,169369,552064,1,491126,8518,3,35872,21,2,1
1934,85,169369,4063857,2,3488057,2510,2,52587,242,2,1
1935,82,169369,3101713,1,2668178,\N,18,10989,216,2,1
1936,42,169369,1629019,1,1412293,\N,18,49635,322,2,1
1937,52,169369,1085112,1,952459,\N,18,31765,322,2,1
1938,39,169369,1787050,1,1547608,\N,18,10989,291,2,1
1939,10,169369,609528,1,541514,27031,3,1835,317,2,1
1940,32,169369,1555792,1,1351264,8907,3,36800,253,2,1
1941,17,169369,466121,1,414192,27031,3,32735,318,2,1
1942,74,169369,3207239,1,2759317,8593,3,17963,322,2,1
1943,78,169369,3178179,2,2734468,\N,18,19093,26,2,1
1944,53,169369,2514622,1,2165566,992,3,4751,321,2,1
1945,78,169369,3639007,2,3132689,\N,18,24599,230,2,1
1946,23,169369,1176839,1,1030600,27031,3,32735,317,2,1
1947,54,169369,2573480,1,2215993,27031,3,42171,317,2,1
1948,91,169369,3879606,1,3333029,27063,3,28091,319,2,1
1949,28,169369,1274382,1,1114299,8703,3,34880,319,2,1
1950,64,169369,2514623,1,2165566,992,3,4751,321,2,1
1951,23,169369,1187742,1,1039618,\N,18,33225,322,2,1
1952,18,169369,72234,2,66684,8703,3,31233,319,2,1
1953,78,169369,1391367,1,1214412,27031,3,32735,317,2,1
1954,51,169369,1104484,1,969099,27031,3,32735,317,2,1
1955,64,169369,3049530,1,2622414,\N,18,33413,25,2,1
1956,91,169369,4430913,1,3799367,9108,3,42214,319,2,1
1957,71,169369,3355776,1,2887551,27063,3,28091,319,2,1
1958,3,169369,316961,1,284721,\N,18,14681,6,2,1
1959,80,169369,3224805,1,2774596,\N,18,54044,322,2,1
1960,64,169369,2109499,1,1822077,\N,18,19857,200,2,1
1961,52,169369,73843,1,68094,27063,3,17243,319,2,1
1962,30,169369,1499332,1,1303674,\N,18,45056,40,2,1
1963,22,169369,1011435,1,889078,9065,3,9277,247,2,1
1964,8,169369,244392,1,219660,\N,18,27237,40,2,1
1965,8,169369,470589,1,418293,\N,18,27953,40,2,1
1966,23,169369,1240932,1,1085489,15922,8,29339,98,2,1
1967,68,169369,3304324,1,2842795,\N,18,923,27,2,1
1968,51,169369,13926,1,15311,\N,18,16585,51,2,1
1969,53,169369,13926,1,15311,\N,18,16585,51,2,1
1970,78,169369,3795300,1,3262583,\N,18,10788,300,2,1
1971,14,189651,567330,1,504423,30673,3,32638,319,4,1
1972,31,189651,1416944,1,1236116,\N,18,47821,322,4,1
1973,6,189651,333302,2,299395,27031,3,1835,317,4,1
1974,27,189651,1322019,1,1155930,\N,18,39805,322,4,1
1975,24,189651,1154431,1,1011233,\N,18,21078,25,4,1
1976,34,189651,119958,1,108210,8997,3,18165,247,4,1
1977,35,189651,1167924,1,1022781,4916,3,34876,323,4,1
1978,40,189651,1584002,1,1375044,\N,18,46085,238,4,1
1979,10,189651,598776,1,532195,27031,3,32508,318,4,1
1980,58,189651,2521488,1,2171527,8987,3,36807,252,4,1
1981,38,189651,1288439,1,1126720,27031,3,1835,318,4,1
1982,68,189651,1753240,1,1518253,5448,3,10821,248,4,1
1983,14,189651,709731,1,628331,27031,3,32508,318,4,1
1984,16,189651,684990,1,607104,8965,3,21108,247,4,1
1985,28,189651,1300278,1,1136959,8733,3,33431,251,4,1
1986,62,189651,2945548,1,2532660,8987,3,36801,247,4,1
1987,54,189651,2570552,1,2213518,\N,18,41116,28,4,1
1988,39,189651,1827248,1,1582092,8518,3,35945,21,4,1
1989,9,244728,567330,1,504423,30673,3,32638,319,4,1
1990,91,244728,11053,1,12489,\N,18,8385,6,4,1
1991,86,244728,11053,1,12489,\N,18,8385,6,4,1
1992,20,244728,11050,1,12486,\N,18,8385,6,4,1
1993,90,244728,4383127,1,3758140,\N,5,47312,289,4,1
1994,90,244728,4089042,1,3509332,\N,18,39111,319,4,1
1995,88,244728,4180378,1,3586216,\N,18,22918,319,4,1
1996,37,244728,247887,1,222897,8593,3,18352,322,4,1
1997,12,244728,713021,1,631046,\N,18,41016,322,4,1
1998,48,244728,2259756,1,1949993,8593,3,17963,322,4,1
1999,30,244728,1358738,1,1187295,27031,3,32735,317,4,1
2000,27,244728,1395359,1,1217797,\N,18,39177,322,4,1
2001,26,244728,1322019,1,1155930,\N,18,39805,322,4,1
2002,18,244728,671535,1,595452,\N,18,8385,6,4,1
2003,19,244728,579270,1,515156,\N,18,37914,54,4,1
2004,37,244728,19526,1,20636,\N,12,10986,291,4,1
2005,43,244728,1867961,1,1617217,\N,18,27801,25,4,1
2006,16,244728,91935,2,83984,8518,3,28661,21,4,1
2007,90,244728,4089228,1,3509503,\N,18,39111,319,4,1
2008,7,244728,113562,1,102717,8518,3,31462,21,4,1
2009,68,244728,3087739,1,2655779,\N,18,55910,247,4,1
2010,11,244728,430265,1,383075,27063,3,25732,319,4,1
2011,8,244728,297374,1,267037,27063,3,25732,319,4,1
2012,48,244728,79113,1,72753,27009,3,5228,6,4,1
2013,43,244728,119958,1,108210,8997,3,18165,247,4,1
2014,8,244728,119958,1,108210,8997,3,18165,247,4,1
2015,27,244728,301778,1,270934,\N,18,21400,73,4,1
2016,3,244728,301778,1,270934,\N,18,21400,73,4,1
2017,39,244728,642674,1,570614,\N,18,40803,36,4,1
2018,84,244728,3991972,1,3427954,27031,3,32735,317,4,1
2019,2,244728,247995,1,223003,8593,3,18352,322,4,1
2020,30,244728,611803,1,543476,\N,18,33225,322,4,1
2021,53,244728,2482373,1,2138175,\N,18,37914,35,4,1
2022,52,244728,2482373,1,2138175,\N,18,37914,35,4,1
2023,32,244728,1106011,1,970444,\N,18,10989,289,4,1
2024,9,244728,269337,1,242149,\N,18,38767,322,4,1
2025,24,244728,1244612,1,1088705,\N,18,39805,322,4,1
2026,14,244728,514664,1,457798,8703,3,34880,319,4,1
2027,8,244728,514664,1,457798,8703,3,34880,319,4,1
2028,23,244728,903666,1,796425,27063,3,25732,319,4,1
2029,41,244728,1604055,1,1391357,\N,18,27144,54,4,1
2030,31,244728,1442821,2,1257607,\N,18,2348,25,4,1
2031,46,244728,106733,1,96947,27009,3,5228,6,4,1
2032,46,244728,1189200,1,1040853,27031,3,32735,317,4,1
2033,16,244728,721370,1,638360,27063,3,15727,319,4,1
2034,91,244728,4190755,1,3595042,\N,18,22918,319,4,1
2035,72,244728,3319849,1,2856234,\N,5,6971,289,4,1
2036,64,244728,2842571,1,2443736,958,3,46522,247,4,1
2037,28,244728,1452242,1,1259185,\N,18,39805,322,4,1
2038,56,244728,2706805,1,2328601,\N,18,43376,26,4,1
2039,72,244728,1973,1,2664,\N,5,7278,6,4,1
2040,26,244728,304100,1,273071,8593,3,18025,322,4,1
2041,3,244728,218414,1,196125,8997,3,20410,247,4,1
2042,75,244728,3058473,1,2630356,\N,18,19985,25,4,1
2043,77,244728,3695147,1,3179566,\N,18,39338,247,4,1
2044,72,244728,3154659,1,2714063,\N,5,18786,203,4,1
2045,84,244728,3615971,1,3051517,\N,18,49635,322,4,1
2046,30,244728,1274382,1,1114299,8703,3,34880,319,4,1
2047,43,244728,136589,2,122771,27063,3,17243,319,4,1
2048,11,244728,132798,1,119341,27063,3,17243,319,4,1
2049,59,244728,2772613,1,2384143,643,3,10988,6,4,1
2050,68,244728,2994855,1,2575723,\N,18,23706,25,4,1
2051,59,244728,2683805,1,2309440,27031,3,32735,317,4,1
2052,45,244728,914571,1,805797,27031,3,32735,317,4,1
2053,44,244728,1635705,1,1417966,\N,18,17627,54,4,1
2054,82,244728,3901946,1,3351940,\N,18,31396,322,4,1
2055,24,244728,1001638,1,880500,\N,5,18785,333,4,1
2056,89,244728,1456220,1,1268803,27031,3,1835,317,4,1
2057,24,244728,1241995,2,1086447,\N,18,38761,322,4,1
2058,8,244728,31518,1,31093,27063,3,15727,319,4,1
2059,25,244728,1104061,1,968734,\N,5,18785,333,4,1
2060,40,244728,1803088,1,1561233,\N,18,29550,25,4,1
2061,41,244728,1900244,1,1645062,\N,18,17627,54,4,1
2062,56,244728,1776826,1,1538580,27031,3,32735,317,4,1
2063,53,244728,2461546,1,2120691,\N,18,52555,73,4,1
2064,77,244728,3174613,1,2731429,\N,18,19497,248,4,1
2065,72,244728,2882147,1,2477694,\N,5,55767,288,4,1
2066,73,244728,3271899,1,2814770,\N,18,32523,322,4,1
2067,41,244728,1660909,1,1439624,8954,3,7000,247,4,1
2068,75,244728,1753263,1,1518271,5448,3,10821,248,4,1
2069,90,244728,3924874,1,3371655,\N,18,30872,322,4,1
2070,53,244728,2496517,1,2150075,8987,3,36801,252,4,1
2071,2,244728,201130,1,180590,8981,3,9733,247,4,1
2072,37,244728,1765784,1,1528999,9379,3,24157,247,4,1
2073,27,244728,47255,1,44300,\N,18,28802,21,4,1
2074,91,244728,4336846,1,3718945,\N,5,21185,289,4,1
2075,3,244728,211103,1,189702,27031,3,1835,318,4,1
2076,81,244728,3696855,1,3181018,\N,18,39338,247,4,1
2077,26,244728,1387477,1,1211173,\N,18,43525,227,4,1
2078,5,244728,80272,1,73749,27063,3,15727,319,4,1
2079,78,244728,3770266,1,3241958,\N,18,26597,74,4,1
2080,3,244728,80278,1,73754,27063,3,15727,319,4,1
2081,23,244728,330010,1,296619,27813,3,34773,29,4,1
2082,5,244728,276140,1,248604,643,3,10988,6,4,1
2083,86,244728,3643944,1,3136883,643,3,10988,6,4,1
2084,89,244728,3643944,1,3136883,643,3,10988,6,4,1
2085,83,244728,3678671,1,3165786,31896,3,51551,262,4,1
2086,40,244728,1547240,1,1344077,8593,3,18560,322,4,1
2087,63,244728,2986461,1,2568642,8518,3,35952,21,4,1
2088,12,244728,262662,1,236296,27031,3,32735,318,4,1
2089,47,244728,2233425,1,1927881,9379,3,28173,256,4,1
2090,2,244728,77682,1,71519,9016,3,21054,247,4,1
2091,59,244728,2840077,1,2441552,958,3,46522,247,4,1
2092,82,244728,3709732,1,3191965,\N,18,23693,247,4,1
2093,48,244728,2264355,1,1953889,27031,3,1835,317,4,1
2094,4,244728,363042,1,327912,27063,3,15727,319,4,1
2095,75,244728,1954681,1,1691504,27063,3,25732,319,4,1
2096,1,244728,204328,1,183539,27063,3,15727,319,4,1
2097,69,244728,3356757,1,2888410,21759,8,41126,215,4,1
2098,42,244728,2005310,1,1734226,\N,18,32876,133,4,1
2099,3,244728,246951,1,222020,\N,5,19771,165,4,1
2100,5,244728,258607,1,232632,9014,3,5946,259,4,1
2101,44,244728,2059795,1,1780066,\N,18,48275,322,4,1
2102,30,244728,1627055,1,1410638,\N,18,30367,21,4,1
2103,9,258138,567330,1,504423,30673,3,32638,319,5,1
2104,5,258138,295581,1,265508,\N,18,14681,6,5,1
2105,16,258138,146045,1,131120,26858,3,24952,60,5,1
2106,12,258138,726972,2,643135,\N,18,9058,6,5,1
2107,38,258138,1765696,1,1528920,\N,18,38764,322,5,1
2108,6,258138,495705,1,441277,29703,3,25441,254,5,1
2109,84,258138,4097183,1,3516142,\N,18,24894,319,5,1
2110,34,258138,1501956,2,1306004,27031,3,32735,317,5,1
2111,50,258138,62055,2,57514,27063,3,17243,319,5,1
2112,69,258138,1100760,2,965909,26858,3,31963,60,5,1
2113,48,258138,1500940,1,1305102,\N,18,39804,322,5,1
2114,85,258138,4089433,1,3509669,\N,18,39111,319,5,1
2115,27,258138,927041,1,816492,26858,3,878,60,5,1
2116,26,258138,1322019,1,1155930,\N,18,39805,322,5,1
2117,7,258138,243187,1,218524,\N,18,14681,88,5,1
2118,7,258138,185172,2,166034,26858,3,2092,60,5,1
2119,4,258138,185172,1,166034,26858,3,2092,60,5,1
2120,9,258138,185172,1,166034,26858,3,2092,60,5,1
2121,10,258138,185172,2,166034,26858,3,2092,60,5,1
2122,6,258138,185172,3,166034,26858,3,2092,60,5,1
2123,78,258138,158209,1,141864,\N,18,30367,21,5,1
2124,19,258138,33976,1,33086,6141,3,1484,248,5,1
2125,49,258138,2242438,1,1935543,\N,18,22918,319,5,1
2126,45,258138,1629019,1,1412293,\N,18,49635,322,5,1
2127,11,258138,546379,1,486046,8144,3,6806,255,5,1
2128,5,258138,416686,2,371873,27012,3,33416,251,5,1
2129,50,258138,2357643,1,2032724,\N,18,39177,322,5,1
2130,45,258138,1214400,1,1062629,\N,18,2348,25,5,1
2131,33,258138,1671257,1,1448309,8703,3,34880,319,5,1
2132,69,258138,2169912,1,1873321,27031,3,32735,317,5,1
2133,1,258138,207327,1,186270,6732,3,36930,247,5,1
2134,2,258138,115636,1,104522,8859,3,2608,247,5,1
2135,84,258138,3761476,1,3234746,\N,18,21927,98,5,1
2136,51,258138,2167302,1,1871049,26699,3,22885,317,5,1
2137,2,258138,102967,1,93595,30673,3,32638,319,5,1
2138,23,258138,1212312,1,1060886,\N,18,37661,322,5,1
2139,51,258138,1531141,1,1330778,\N,18,39177,322,5,1
2140,1,258138,241180,2,216674,\N,18,31555,35,5,1
2141,57,258138,2504224,1,2156639,29664,3,34377,242,5,1
2142,72,258138,3386706,1,2914446,26927,3,39065,317,5,1
2143,71,258138,639986,1,568301,\N,18,24298,47,5,1
2144,40,258138,1267928,1,1108627,\N,18,39329,322,5,1
2145,38,258138,1760593,1,1524287,\N,18,49644,322,5,1
2146,6,258138,477990,1,425259,30673,3,32638,319,5,1
2147,72,258138,3471776,1,2989632,31999,5,7283,289,5,1
2148,25,258138,47516,1,44542,\N,18,9934,54,5,1
2149,82,258138,3096575,1,2663591,27031,3,32735,317,5,1
2150,25,258138,1029277,1,904404,8909,3,7416,253,5,1
2151,68,258138,3141386,1,2702671,30673,3,13928,319,5,1
2152,21,258138,1017370,2,894200,27031,3,32735,317,5,1
2153,11,258138,407269,1,363520,8997,3,16338,247,5,1
2154,79,258138,2688386,2,2313140,27031,3,32735,317,5,1
2155,71,258138,2399278,1,2068049,\N,18,20779,54,5,1
2156,80,258138,2687864,1,2312696,27031,3,32735,317,5,1
2157,18,258138,632895,1,491148,29664,3,28212,242,5,1
2158,16,258138,728215,1,644202,30673,3,32638,319,5,1
2159,23,258138,1148422,2,1006483,27031,3,32735,317,5,1
2160,67,258138,2892285,1,2486283,26858,3,9717,60,5,1
2161,68,258138,3040010,1,2614348,\N,18,35548,36,5,1
2162,67,258138,1674046,1,1450710,26858,3,1426,60,5,1
2163,1,258138,203678,1,182957,8997,3,16338,247,5,1
2164,87,258138,3725663,1,3205008,8870,3,55541,104,5,1
2165,1,258138,7147,1,8558,4943,3,8324,258,5,1
2166,8,258138,544104,1,484004,8144,3,6806,255,5,1
2167,19,258138,775305,1,684790,9023,3,28960,247,5,1
2168,89,258138,3811734,1,3276321,8787,3,59179,258,5,1
2169,85,258138,4019651,1,3451122,9249,3,31389,247,5,1
2170,79,258138,3189590,1,2744054,29045,3,26839,6,5,1
2171,9,258138,229729,1,206247,9016,3,16054,247,5,1
2172,32,258138,1586397,1,1377013,\N,18,47502,28,5,1
2173,25,258138,1260946,1,1102599,8997,3,18165,247,5,1
2174,48,258138,1660577,1,1439329,8954,3,7000,247,5,1
2175,85,258138,2698466,1,2321535,8888,3,62930,247,5,1
2176,6,258138,323144,1,290456,\N,18,27238,40,5,1
2177,84,258138,3840596,1,3300516,643,3,10988,6,5,1
2178,11,258138,473560,1,421292,26858,3,10297,60,5,1
2179,16,258138,464743,1,413014,\N,18,28323,40,5,1
2180,26,258138,988742,1,869459,26858,3,2367,60,5,1
2181,80,258138,2131206,1,1840744,8593,3,18352,322,5,1
2182,24,258138,1261055,1,1102700,8997,3,16338,247,5,1
2183,17,258138,870079,1,766897,\N,18,2003,40,5,1
2184,39,258138,1433814,1,1250031,9140,3,38476,246,5,1
2185,68,258138,3122291,1,2686405,\N,5,15855,329,5,1
2186,12,258138,754528,1,667015,26858,3,2367,60,5,1
2187,3,258138,229954,1,206454,9016,3,16054,247,5,1
2188,9,258138,569698,1,506599,\N,18,9058,6,5,1
2189,6,258138,368934,1,333071,\N,18,27238,40,5,1
2190,82,258138,3904982,1,3354477,\N,18,54891,322,5,1
2191,58,258138,2542873,2,2189780,958,3,46533,247,5,1
2192,10,258138,624837,1,554852,\N,18,9058,326,5,1
2193,51,258138,154683,1,138694,9127,3,21054,247,5,1
2194,9,258138,230116,1,206596,9016,3,16054,247,5,1
2195,65,258138,3156089,1,2715335,\N,18,28731,40,5,1
2196,44,258138,1847079,1,1599205,9204,3,21053,247,5,1
2197,77,258138,3743115,1,3219747,9480,3,50477,247,5,1
2198,5,258138,313353,1,281367,6732,3,36930,247,5,1
2199,8,258138,538609,1,479071,9204,3,21053,247,5,1
2200,17,258138,872596,1,769123,9093,3,36369,247,5,1
2201,16,258798,567330,2,504423,30673,3,32638,319,2,1
2202,21,258798,599224,1,532600,1261,2,918,6,2,1
2203,65,258798,2361397,1,2035987,1261,2,6783,6,2,1
2204,76,258798,2500679,1,2153647,2727,2,40900,238,2,1
2205,71,258798,599128,1,532510,1261,2,918,6,2,1
2206,39,258798,1807219,1,1564817,\N,18,14681,289,2,1
2207,69,258798,3070613,1,2640873,1261,2,6783,6,2,1
2208,86,258798,1326190,1,1159447,\N,18,39111,319,2,1
2209,77,258798,404574,1,361112,161,2,16582,231,2,1
2210,82,258798,3544820,1,3052404,\N,18,7273,322,2,1
2211,78,258798,3544820,1,3052404,\N,18,7273,322,2,1
2212,76,258798,421454,1,375733,\N,18,34508,47,2,1
2213,8,258798,82262,1,75437,8518,3,31462,21,2,1
2214,85,258798,4009885,2,3442907,\N,18,17103,24,2,1
2215,78,258798,3521387,1,3032972,164,2,41149,320,2,1
2216,60,258798,2774452,2,2385700,1261,2,10987,6,2,1
2217,88,258798,2591318,1,2230866,1766,2,42153,319,2,1
2218,33,258798,73256,1,67586,26858,3,878,60,2,1
2219,78,258798,3696096,2,3180368,1567,2,46423,6,2,1
2220,85,258798,2609131,1,2245908,1244,2,51615,26,2,1
2221,90,258798,4322909,2,3707138,1261,2,10988,6,2,1
2222,37,258798,1291728,1,1129641,8988,3,41525,253,2,1
2223,45,258798,1342577,1,1173579,15834,8,29340,98,2,1
2224,23,258798,909508,1,801498,8733,3,33431,251,2,1
2225,19,258798,182989,1,164099,1261,2,7115,6,2,1
2226,56,258798,2576588,1,2218603,1653,2,52205,322,2,1
2227,84,258798,3746286,1,3222351,1894,2,24896,322,2,1
2228,66,258798,3106962,1,2673066,1810,2,36976,319,2,1
2229,32,258798,153999,1,138079,\N,18,8371,54,2,1
2230,67,258798,2828102,1,2431358,49,2,18090,6,2,1
2231,43,258798,1825430,1,1580562,\N,18,1403,204,2,1
2232,82,258798,3947436,1,3390951,1567,2,46591,6,2,1
2233,78,258798,3648943,1,3141220,1076,2,18432,45,2,1
2234,87,258798,3690099,1,3175419,1261,2,10985,6,2,1
2235,38,258798,1323805,1,1157355,9154,3,16053,247,2,1
2236,78,258798,3580298,1,3082566,22303,8,54339,86,2,1
2237,45,258798,181145,1,162470,11933,8,15403,73,2,1
2238,68,258798,1513710,1,1316080,1766,2,38880,319,2,1
2239,89,258798,4220995,1,3621136,\N,5,15855,232,2,1
2240,10,258798,122697,1,110555,5031,3,7958,26,2,1
2241,8,258798,278167,2,250394,8997,3,18165,247,2,1
2242,22,258798,1190535,1,1041981,30673,3,38159,319,2,1
2243,19,258798,88328,1,80851,\N,18,14,23,2,1
2244,9,258798,330889,1,297307,5053,3,28220,253,2,1
2245,67,258798,3084909,1,2653364,1810,2,34829,319,2,1
2246,29,258798,85576,1,78346,5759,3,7690,6,2,1
2247,68,258798,2913140,1,2504166,\N,18,17597,40,2,1
2248,56,258798,2710458,1,2331746,\N,18,19751,73,2,1
2249,19,258798,974092,1,857087,\N,18,7273,322,2,1
2250,27,258798,130519,1,117331,958,3,16506,247,2,1
2251,45,258798,2072714,1,1791033,11517,8,26294,216,2,1
2252,70,258798,3142458,1,2703611,1597,2,7064,253,2,1
2253,78,258798,3783892,1,3253332,21982,8,25916,326,2,1
2254,7,258798,496692,2,442152,\N,18,20961,24,2,1
2255,39,258798,1843336,1,1595983,8841,3,6759,247,2,1
2256,78,258798,3619695,1,3116255,1189,2,56590,323,2,1
2257,60,258798,2863590,1,2462021,18587,8,42173,205,2,1
2258,5,258798,391997,1,350193,\N,18,15703,24,2,1
2259,19,258798,1080478,1,948368,\N,18,36712,36,2,1
2260,44,258798,2050790,1,1772458,\N,18,149,26,2,1
2261,69,258798,3252862,1,2798326,11178,8,20969,74,2,1
2262,16,258798,589119,1,523640,8907,3,25495,247,2,1
2263,9,274455,567330,1,504423,30673,3,32638,319,1,1
2264,85,274455,3739997,1,3217067,107,2,20689,317,1,1
2265,34,274455,22184,1,23033,\N,12,10989,297,1,1
2266,29,274455,1324030,1,1147412,\N,18,39793,322,1,1
2267,1,274455,119262,1,107749,29664,3,30674,242,1,1
2268,11,274455,188548,1,169162,\N,18,2348,25,1,1
2269,30,274455,648402,1,575608,\N,12,18103,54,1,1
2270,27,274455,1308994,1,1144585,\N,18,25144,54,1,1
2271,19,274455,567373,1,504466,30673,3,32638,319,1,1
2272,28,274455,1322019,1,1155930,\N,18,39805,322,1,1
2273,35,274455,4023,1,5071,5759,3,7689,6,1,1
2274,8,274455,290721,1,261283,31844,3,32717,321,1,1
2275,28,274455,1448861,1,1262656,\N,18,47816,322,1,1
2276,38,274455,992123,1,872360,8502,3,18711,6,1,1
2277,65,274455,2713031,1,2333817,\N,18,32019,25,1,1
2278,7,274455,442522,1,393511,\N,18,15025,54,1,1
2279,9,274455,48944,1,45799,8800,3,19558,247,1,1
2280,36,274455,1671344,1,1448378,8703,3,34880,319,1,1
2281,23,274455,1058673,1,929505,9201,3,39058,247,1,1
2282,39,274455,1567129,1,1360741,\N,12,10986,291,1,1
2283,35,274455,93548,1,85352,\N,18,1941,27,1,1
2284,32,274455,1188877,1,1040611,27031,3,32735,317,1,1
2285,51,274455,2396485,1,2065756,23,2,26544,319,1,1
2286,90,274455,4046576,1,3473490,6193,3,59805,253,1,1
2287,29,274455,1261837,1,1103386,8997,3,18165,247,1,1
2288,16,274455,473026,1,420818,8777,3,10534,247,1,1
2289,59,274455,2693392,1,2317347,4099,3,25197,321,1,1
2290,34,274455,1174296,1,1028286,4889,3,16766,248,1,1
2291,84,274455,3828394,1,3290122,\N,18,25006,24,1,1
2292,46,274455,1919005,1,1660954,8850,3,41401,247,1,1
2293,13,274455,132798,1,119341,27063,3,17243,319,1,1
2294,14,274455,728215,1,644202,30673,3,32638,319,1,1
2295,87,274455,3922192,1,3369390,9108,3,42219,319,1,1
2296,68,274455,2346439,1,2023095,8907,3,32863,252,1,1
2297,52,274455,2346439,1,2023095,8907,3,32863,252,1,1
2298,42,274455,1469590,1,1277027,5143,3,46504,247,1,1
2299,34,274455,1447268,1,1261292,8850,3,41404,247,1,1
2300,14,274455,741275,1,655732,9085,3,37598,249,1,1
2301,28,274455,1483106,1,1291056,27031,3,32735,317,1,1
2302,33,274455,136162,2,122352,5912,3,22808,322,1,1
2303,60,274455,2787628,1,2396653,9410,3,16338,247,1,1
2304,22,274455,965511,1,849730,\N,18,10989,297,1,1
2305,66,274455,484229,1,430645,27218,3,2339,6,1,1
2306,54,274455,1753240,1,1518253,5448,3,10821,248,1,1
2307,83,274455,3667473,1,3156365,4099,3,55103,263,1,1
2308,81,274455,3667473,1,3156365,4099,3,55103,263,1,1
2309,25,274455,1071952,1,940909,8803,3,25008,247,1,1
2310,23,274455,612806,1,544344,\N,18,10989,88,1,1
2311,56,274455,2140880,1,1848765,8723,3,20010,252,1,1
2312,4,274455,26506,1,26982,26858,3,8891,60,1,1
2313,78,274455,2093276,1,1808252,9152,3,47612,247,1,1
2314,44,274455,1989614,1,1721100,27031,3,32735,317,1,1
2315,83,274455,4010906,1,3443754,8518,3,35952,21,1,1
2316,19,274455,997593,1,877101,9065,3,32863,247,1,1
2317,91,274455,4222803,1,3622686,4099,3,55103,263,1,1
2318,53,274455,2458118,1,2117690,8784,3,17366,247,1,1
2319,51,274455,2447969,1,2109078,9379,3,24157,256,1,1
2320,16,274455,869142,1,766074,\N,18,19335,8,1,1
2321,46,274455,2181824,1,1883544,26940,3,40188,57,1,1
2322,38,274455,1791798,1,1551628,5143,3,46594,247,1,1
2323,4,274455,254709,1,229072,8949,3,14540,248,1,1
2324,53,274455,1483622,1,1291493,8800,3,11244,247,1,1
2325,20,274455,1039424,1,912997,\N,18,13855,54,1,1
2326,83,274455,3994338,1,3429916,8653,3,59474,248,1,1
2327,90,274455,4006135,1,3439826,\N,18,20979,25,1,1
2328,36,274455,1755237,1,1519982,9108,3,42219,319,1,1
2329,90,274455,4260802,1,3655225,553,3,46000,238,1,1
2330,56,274455,2596679,1,2235624,8850,3,41401,247,1,1
2331,79,274455,3627603,1,3123046,26940,3,17209,60,1,1
2332,83,274455,4042338,1,3469960,553,3,46000,238,1,1
2333,1,274455,117591,1,106282,27063,3,25364,319,1,1
2334,49,274455,2214082,1,1911248,6732,3,29514,247,1,1
2335,9,293288,567330,1,504423,30673,3,32638,319,2,1
2336,4,293288,22184,1,23033,\N,12,10989,297,2,1
2337,30,293288,22184,1,23033,\N,12,10989,297,2,1
2338,36,293288,22184,1,23033,\N,12,10989,297,2,1
2339,70,293288,230303,1,206776,41655,17,30122,\N,2,1
2340,17,293288,649132,1,576261,\N,12,18103,54,2,1
2341,11,293288,27216,1,27539,\N,12,21199,54,2,1
2342,59,293288,882344,1,777688,\N,18,10989,297,2,1
2343,63,293288,1836990,1,1590590,\N,12,10989,203,2,1
2344,71,293288,1836990,2,1590590,\N,12,10989,203,2,1
2345,28,293288,648402,1,575608,\N,12,18103,54,2,1
2346,67,293288,1836995,1,1590593,\N,12,10989,203,2,1
2347,53,293288,1836995,1,1590593,\N,12,10989,203,2,1
2348,77,293288,1836995,1,1590593,\N,12,10989,203,2,1
2349,40,293288,1836995,1,1590593,\N,12,10989,203,2,1
2350,61,293288,1837001,1,1590601,\N,12,10989,6,2,1
2351,72,293288,2671335,1,2298746,\N,12,10986,6,2,1
2352,14,293288,108142,1,98170,\N,12,10989,291,2,1
2353,55,293288,1567494,1,1361069,\N,12,10986,6,2,1
2354,81,293288,3911054,1,3359662,\N,5,8742,297,2,1
2355,1,293288,90732,1,82926,\N,18,13532,54,2,1
2356,2,293288,90732,1,82926,\N,18,13532,54,2,1
2357,59,293288,1939889,1,1678652,\N,12,13732,203,2,1
2358,8,293288,213944,1,192354,\N,12,10986,6,2,1
2359,32,293288,19526,1,20636,\N,12,10986,291,2,1
2360,48,293288,91935,2,83984,8518,3,28661,21,2,1
2361,46,293288,1939907,1,1678669,\N,12,13732,295,2,1
2362,75,293288,2850324,1,2450437,39519,17,32974,\N,2,1
2363,1,293288,220806,2,198186,\N,12,18103,6,2,1
2364,90,293288,4362368,1,3740698,\N,12,10989,289,2,1
2365,44,293288,53162,1,49534,\N,12,21203,54,2,1
2366,79,293288,3653233,2,3144849,\N,12,8371,54,2,1
2367,50,293288,1781533,1,1542764,\N,12,10989,6,2,1
2368,57,293288,2699207,1,2322154,\N,12,10986,329,2,1
2369,38,293288,1567084,1,1360705,\N,12,10986,205,2,1
2370,72,293288,3398409,1,2924572,8518,3,35952,21,2,1
2371,10,293288,304100,1,273071,8593,3,18025,322,2,1
2372,42,293288,1781577,1,1542806,\N,12,10989,6,2,1
2373,65,293288,3067755,1,2638410,\N,12,10989,329,2,1
2374,48,293288,1567764,1,1361297,\N,12,10986,205,2,1
2375,69,293288,3101668,1,2668131,\N,12,10989,6,2,1
2376,90,293288,1516254,1,1318245,8790,3,40662,242,2,1
